Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,,,
Horizontal Units,S,,,,,
Horizontal Scale,0.01,,,,,
Sample Interval,1.92012e-05,,,,,
Filter Frequency,2e+08,,,,,
Record Length,5208,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,,10,
Vertical Units,V,,V,,V,
Vertical Offset,0,,0,,0,
Vertical Scale,1,,0.5,,0.2,
Label,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect
5.0520e-02,0.56,0.44,0.76,0.54,0.092,0.068
5.0540e-02,0.6,0.84,0.74,1.06,0.1,0.132
5.0559e-02,0.6,0.44,0.74,0.52,0.084,0.052
5.0578e-02,0.6,0.84,0.76,1.04,0.084,0.116
5.0597e-02,0.56,0.4,0.76,0.5,0.084,0.052
5.0616e-02,0.6,0.8,0.76,1.04,0.092,0.116
5.0636e-02,0.56,0.4,0.76,0.5,0.084,0.052
5.0655e-02,0.56,0.8,0.74,1.04,0.084,0.116
5.0674e-02,0.52,0.48,0.74,0.7,0.084,0.06
5.0693e-02,0.56,0.6,0.72,0.8,0.084,0.108
5.0712e-02,0.52,0.4,0.76,0.52,0.084,0.044
5.0732e-02,0.56,0.76,0.76,1.08,0.084,0.108
5.0751e-02,0.56,0.4,0.74,0.5,0.076,0.036
5.0770e-02,0.52,0.8,0.74,1.04,0.068,0.1
5.0789e-02,0.52,0.36,0.76,0.52,0.06,0.02
5.0808e-02,0.52,0.76,0.72,1.04,0.06,0.092
5.0828e-02,0.48,0.36,0.76,0.5,0.06,0.028
5.0847e-02,0.52,0.72,0.74,1.04,0.052,0.1
5.0866e-02,0.48,0.44,0.74,0.68,0.06,0.036
5.0885e-02,0.48,0.56,0.74,0.8,0.068,0.092
5.0904e-02,0.52,0.36,0.76,0.52,0.06,0.028
5.0924e-02,0.52,0.72,0.74,1.04,0.052,0.092
5.0943e-02,0.52,0.36,0.74,0.5,0.06,0.012
5.0962e-02,0.44,0.72,0.54,1.04,0.06,0.076
5.0981e-02,0.52,0.32,0.7,0.5,0.044,0.012
5.1000e-02,0.52,0.72,0.74,1.04,0.036,0.076
5.1020e-02,0.48,0.4,0.76,0.64,0.036,0.02
5.1039e-02,0.48,0.56,0.74,0.84,0.044,0.068
5.1058e-02,0.48,0.36,0.74,0.52,0.052,0.004
5.1077e-02,0.44,0.76,0.76,1.06,0.044,0.076
5.1096e-02,0.48,0.36,0.74,0.48,0.044,0.004
5.1116e-02,0.48,0.72,0.74,1.06,0.036,0.068
5.1135e-02,0.48,0.32,0.74,0.5,0.028,0.004
5.1154e-02,0.52,0.72,0.7,1.02,0.028,0.068
5.1173e-02,0.48,0.32,0.7,0.5,0.036,-0.012
5.1192e-02,0.48,0.72,0.74,1.02,0.02,0.052
5.1212e-02,0.48,0.4,0.72,0.66,0.02,0.004
5.1231e-02,0.44,0.52,0.74,0.78,0.028,0.052
5.1250e-02,0.44,0.32,0.74,0.52,0.028,-0.012
5.1269e-02,0.44,0.68,0.74,1,0.02,0.06
5.1288e-02,0.48,0.32,0.74,0.54,0.028,-0.004
5.1308e-02,0.48,0.68,0.76,0.96,0.02,0.044
5.1327e-02,0.48,0.32,0.72,0.52,0.028,-0.012
5.1346e-02,0.48,0.68,0.74,0.98,0.02,0.044
5.1365e-02,0.44,0.32,0.74,0.5,0.004,-0.028
5.1384e-02,0.44,0.68,0.72,1,0.012,0.044
5.1404e-02,0.44,0.4,0.74,0.66,0.012,-0.012
5.1423e-02,0.48,0.52,0.72,0.8,0.02,0.036
5.1442e-02,0.48,0.32,0.72,0.52,0.02,-0.02
5.1461e-02,0.48,0.68,0.76,1.02,0.004,0.044
5.1480e-02,0.44,0.32,0.74,0.5,0.004,-0.028
5.1500e-02,0.56,0.68,0.98,1.02,0.02,0.044
5.1519e-02,0.48,0.36,0.74,0.5,-0.004,-0.028
5.1538e-02,0.52,0.72,0.74,1.04,0.004,0.036
5.1557e-02,0.52,0.44,0.72,0.66,0.004,-0.028
5.1576e-02,0.52,0.6,0.74,0.82,0.004,0.028
5.1596e-02,0.52,0.36,0.74,0.54,-0.004,-0.036
5.1615e-02,0.52,0.72,0.72,0.98,-0.012,0.028
5.1634e-02,0.48,0.36,0.72,0.62,-0.012,-0.036
5.1653e-02,0.48,0.68,0.72,0.94,-0.012,0.02
5.1673e-02,0.52,0.36,0.72,0.64,-0.004,-0.036
5.1692e-02,0.44,0.64,0.72,0.92,-0.004,0.02
5.1711e-02,0.52,0.36,0.74,0.62,-0.02,-0.036
5.1730e-02,0.52,0.64,0.76,0.96,-0.012,0.02
5.1749e-02,0.52,0.48,0.76,0.68,-0.012,-0.028
5.1769e-02,0.56,0.68,0.78,0.8,-0.004,0.012
5.1788e-02,0.56,0.36,0.76,0.64,-0.012,-0.036
5.1807e-02,0.52,0.68,0.78,0.94,-0.02,0.02
5.1826e-02,0.56,0.36,0.74,0.62,-0.012,-0.036
5.1845e-02,0.56,0.76,0.76,0.94,-0.012,0.02
5.1865e-02,0.6,0.36,0.74,0.64,-0.012,-0.036
5.1884e-02,0.56,0.76,0.74,0.94,-0.012,0.02
5.1903e-02,0.6,0.4,0.74,0.62,-0.004,-0.036
5.1922e-02,0.6,0.8,0.76,0.94,-0.004,0.012
5.1941e-02,0.56,0.52,0.8,0.68,-0.012,-0.028
5.1961e-02,0.6,0.72,0.74,0.82,-0.004,0.012
5.1980e-02,0.6,0.4,0.74,0.64,-0.012,-0.036
5.1999e-02,0.64,0.84,0.78,0.94,-0.004,0.02
5.2018e-02,0.64,0.44,0.78,0.66,-0.012,-0.036
5.2037e-02,0.68,0.88,0.74,0.96,-0.004,0.02
5.2057e-02,0.72,0.48,0.76,0.66,-0.012,-0.036
5.2076e-02,0.68,0.88,0.76,0.96,-0.012,0.02
5.2095e-02,0.68,0.6,0.76,0.68,-0.012,-0.028
5.2114e-02,0.68,0.8,0.76,0.86,-0.012,0.02
5.2133e-02,0.72,0.48,0.76,0.66,-0.004,-0.028
5.2153e-02,0.68,0.92,0.78,0.96,-0.004,0.02
5.2172e-02,0.72,0.52,0.78,0.66,-0.004,-0.036
5.2191e-02,0.68,0.92,0.76,0.96,-0.004,0.02
5.2210e-02,0.76,0.56,0.78,0.68,-0.012,-0.028
5.2229e-02,0.68,0.96,0.78,0.96,-0.004,0.012
5.2249e-02,0.76,0.56,0.78,0.68,-0.004,-0.044
5.2268e-02,0.76,0.96,0.78,0.96,-0.02,0.02
5.2287e-02,0.8,0.72,0.78,0.72,-0.012,-0.028
5.2306e-02,0.76,0.88,0.8,0.84,-0.012,0.012
5.2325e-02,0.8,0.56,0.78,0.66,-0.012,-0.036
5.2345e-02,0.84,1,0.78,0.98,-0.012,0.02
5.2364e-02,0.84,0.6,0.78,0.68,-0.012,-0.036
5.2383e-02,0.84,1.04,0.8,0.98,-0.004,0.02
5.2402e-02,0.8,0.64,0.8,0.7,-0.012,-0.036
5.2421e-02,0.84,1.04,0.78,0.98,-0.012,0.02
5.2441e-02,0.88,0.64,0.78,0.68,-0.004,-0.036
5.2460e-02,0.88,1.08,0.8,0.98,-0.004,0.02
5.2479e-02,0.84,0.76,0.78,0.72,0.004,-0.028
5.2498e-02,0.92,1,0.8,0.86,-0.012,0.012
5.2517e-02,0.88,0.64,0.8,0.7,-0.012,-0.028
5.2537e-02,0.92,1.08,0.8,0.98,-0.012,0.02
5.2556e-02,0.88,0.68,0.78,0.68,-0.012,-0.036
5.2575e-02,1,1.12,0.86,0.96,-0.004,0.02
5.2594e-02,0.92,0.72,0.78,0.7,-0.012,-0.036
5.2613e-02,0.96,1.12,0.82,1,-0.004,0.012
5.2633e-02,0.96,0.84,0.8,0.72,-0.004,-0.028
5.2652e-02,0.96,1.08,0.78,0.88,-0.004,0.02
5.2671e-02,0.96,0.72,0.82,0.7,-0.004,-0.036
5.2690e-02,0.96,1.16,0.8,0.98,-0.004,0.02
5.2709e-02,1,0.72,0.8,0.7,-0.004,-0.036
5.2729e-02,1,1.16,0.8,1,0.004,0.012
5.2748e-02,0.96,0.76,0.8,0.7,-0.012,-0.036
5.2767e-02,1,1.2,0.8,1,-0.012,0.02
5.2786e-02,1.04,0.8,0.82,0.7,-0.012,-0.036
5.2805e-02,1.04,1.24,0.82,0.98,-0.012,0.02
5.2825e-02,1.04,0.96,0.8,0.76,-0.012,-0.036
5.2844e-02,1.04,1.08,0.82,0.86,-0.012,0.012
5.2863e-02,1.04,0.8,0.8,0.7,-0.004,-0.036
5.2882e-02,1.04,1.24,0.82,1,-0.012,0.02
5.2901e-02,1.08,0.8,0.82,0.72,-0.004,-0.036
5.2921e-02,1.08,1.24,0.82,1,-0.004,0.02
5.2940e-02,1.08,0.84,0.82,0.72,-0.012,-0.036
5.2959e-02,1.08,1.28,0.8,1.02,-0.012,0.012
5.2978e-02,1.08,0.96,0.8,0.72,-0.012,-0.036
5.2997e-02,1.12,1.28,0.82,1,-0.02,0.028
5.3017e-02,1.04,0.84,0.84,0.72,-0.02,-0.036
5.3036e-02,1.12,1.24,0.84,1,-0.004,0.02
5.3055e-02,1.12,0.84,0.82,0.72,-0.012,-0.036
5.3074e-02,1.12,1.32,0.84,0.98,-0.012,0.02
5.3093e-02,1.12,0.88,0.82,0.72,-0.004,-0.036
5.3113e-02,1.12,1.32,0.82,1,-0.012,0.02
5.3132e-02,1.16,0.88,0.82,0.72,-0.012,-0.028
5.3151e-02,1.16,1.32,0.82,1,-0.004,0.02
5.3170e-02,1.16,1.08,0.82,0.78,-0.004,-0.028
5.3189e-02,1.16,1.2,0.82,0.88,-0.012,0.012
5.3209e-02,1.24,0.92,0.84,0.72,-0.012,-0.036
5.3228e-02,1.16,1.32,0.84,1,-0.012,0.02
5.3247e-02,1.16,0.92,0.84,0.72,-0.004,-0.036
5.3266e-02,1.16,1.36,0.82,1,-0.012,0.02
5.3285e-02,1.2,0.96,0.82,0.72,-0.004,-0.036
5.3305e-02,1.2,1.36,0.82,1,0.004,0.02
5.3324e-02,1.16,1,0.8,0.72,-0.004,-0.028
5.3343e-02,1.16,1.36,0.84,1.02,-0.012,0.02
5.3362e-02,1.2,1.12,0.84,0.78,-0.004,-0.036
5.3381e-02,1.24,1.28,0.84,0.9,-0.028,0.02
5.3401e-02,1.24,1.04,0.84,0.72,-0.012,-0.036
5.3420e-02,1.2,1.36,0.84,1.04,0.004,0.02
5.3439e-02,1.2,1.04,0.86,0.74,-0.012,-0.036
5.3458e-02,1.24,1.36,0.84,1.06,-0.012,0.012
5.3477e-02,1.24,1.04,0.82,0.72,-0.012,-0.036
5.3497e-02,1.2,1.4,0.82,1.06,-0.012,0.02
5.3516e-02,1.24,1.2,0.82,0.8,-0.004,-0.036
5.3535e-02,1.24,1.32,0.84,0.9,-0.004,0.012
5.3554e-02,1.28,1.04,0.8,0.72,-0.004,-0.036
5.3573e-02,1.24,1.36,0.86,1.04,-0.004,0.02
5.3593e-02,1.28,1.04,0.84,0.7,-0.012,-0.036
5.3612e-02,1.24,1.4,0.82,1.06,-0.012,0.02
5.3631e-02,1.28,1.08,0.82,0.7,-0.004,-0.036
5.3650e-02,1.28,1.36,0.84,1.04,-0.012,0.02
5.3669e-02,1.28,1.12,0.84,0.72,-0.012,-0.036
5.3689e-02,1.28,1.4,0.86,1.02,-0.004,0.02
5.3708e-02,1.28,1.24,0.84,0.8,-0.012,-0.028
5.3727e-02,1.28,1.36,0.84,0.9,-0.012,0.012
5.3746e-02,1.28,1.12,0.86,0.7,-0.02,-0.028
5.3765e-02,1.32,1.36,0.86,1.04,-0.004,0.02
5.3785e-02,1.28,1.12,0.82,0.7,-0.004,-0.028
5.3804e-02,1.32,1.4,0.86,1.06,-0.012,0.02
5.3823e-02,1.32,1.16,0.84,0.7,-0.02,-0.036
5.3842e-02,1.36,1.4,0.86,1.06,-0.004,0.02
5.3861e-02,1.32,1.2,0.86,0.68,-0.004,-0.036
5.3881e-02,1.32,1.44,0.84,1.02,-0.012,0.02
5.3900e-02,1.32,1.28,0.86,0.8,-0.012,-0.036
5.3919e-02,1.32,1.4,0.86,0.9,-0.02,0.02
5.3938e-02,1.32,1.16,0.86,0.7,-0.012,-0.036
5.3957e-02,1.36,1.44,0.9,1.04,-0.012,0.02
5.3977e-02,1.36,1.2,0.84,0.72,-0.02,-0.036
5.3996e-02,1.32,1.44,0.84,1.06,-0.012,0.02
5.4015e-02,1.36,1.16,0.86,0.72,0.004,-0.036
5.4034e-02,1.36,1.48,0.86,1.04,-0.004,0.02
5.4053e-02,1.36,1.32,0.84,0.8,-0.012,-0.036
5.4073e-02,1.36,1.44,0.84,0.9,-0.012,0.02
5.4092e-02,1.32,1.2,0.86,0.7,-0.012,-0.036
5.4111e-02,1.36,1.44,0.86,1.04,-0.004,0.02
5.4130e-02,1.36,1.2,0.86,0.7,0.004,-0.036
5.4149e-02,1.36,1.48,0.86,1.06,-0.012,0.02
5.4169e-02,1.4,1.24,0.84,0.72,-0.012,-0.036
5.4188e-02,1.4,1.48,0.86,1.04,-0.012,0.012
5.4207e-02,1.4,1.24,0.86,0.72,-0.02,-0.036
5.4226e-02,1.4,1.44,0.88,1.04,-0.02,0.02
5.4245e-02,1.4,1.32,0.84,0.78,-0.012,-0.036
5.4265e-02,1.4,1.44,0.84,0.92,-0.012,0.012
5.4284e-02,1.44,1.24,0.86,0.74,0.004,-0.036
5.4303e-02,1.4,1.48,0.88,1.04,0.004,0.02
5.4322e-02,1.4,1.24,0.86,0.74,0.004,-0.028
5.4341e-02,1.4,1.52,0.86,1.04,-0.004,0.02
5.4361e-02,1.4,1.24,0.86,0.7,-0.004,-0.036
5.4380e-02,1.4,1.48,0.86,1.04,-0.012,0.02
5.4399e-02,1.44,1.28,0.86,0.7,-0.012,-0.028
5.4418e-02,1.4,1.52,0.86,1.06,-0.02,0.02
5.4437e-02,1.44,1.36,0.86,0.8,-0.012,-0.028
5.4457e-02,1.4,1.48,0.86,0.92,-0.004,0.012
5.4476e-02,1.44,1.24,0.86,0.72,0.004,-0.036
5.4495e-02,1.4,1.52,0.84,1.06,-0.012,0.02
5.4514e-02,1.44,1.28,0.86,0.72,-0.012,-0.036
5.4533e-02,1.44,1.52,0.84,1.04,-0.02,0.012
5.4553e-02,1.44,1.28,0.86,0.74,-0.004,-0.036
5.4572e-02,1.48,1.52,0.88,1.08,-0.012,0.02
5.4591e-02,1.44,1.4,0.86,0.8,-0.004,-0.028
5.4610e-02,1.44,1.52,0.86,0.94,-0.004,0.02
5.4629e-02,1.44,1.32,0.88,0.74,-0.012,-0.028
5.4649e-02,1.48,1.56,0.86,1.06,-0.012,0.028
5.4668e-02,1.44,1.28,0.88,0.72,-0.012,-0.036
5.4687e-02,1.48,1.56,0.84,1.04,-0.012,0.02
5.4706e-02,1.48,1.32,0.88,0.74,-0.012,-0.036
5.4725e-02,1.48,1.56,0.86,1.06,-0.004,0.02
5.4745e-02,1.48,1.28,0.88,0.74,-0.012,-0.028
5.4764e-02,1.44,1.56,0.88,1.04,-0.012,0.02
5.4783e-02,1.48,1.4,0.86,0.78,-0.02,-0.028
5.4802e-02,1.44,1.52,0.86,0.94,-0.004,0.02
5.4822e-02,1.44,1.28,0.86,0.72,-0.012,-0.036
5.4841e-02,1.44,1.56,0.86,1.04,-0.004,0.02
5.4860e-02,1.44,1.32,0.86,0.72,-0.02,-0.028
5.4879e-02,1.48,1.56,0.86,1.04,-0.004,0.02
5.4898e-02,1.48,1.32,0.88,0.74,-0.012,-0.028
5.4918e-02,1.44,1.56,0.84,1.06,0.004,0.02
5.4937e-02,1.48,1.32,0.86,0.72,-0.02,-0.036
5.4956e-02,1.48,1.56,0.88,1.04,-0.012,0.02
5.4975e-02,1.44,1.4,0.88,0.8,-0.004,-0.028
5.4994e-02,1.48,1.56,0.84,0.96,-0.02,0.012
5.5014e-02,1.48,1.32,0.88,0.74,0.004,-0.036
5.5033e-02,1.48,1.56,0.86,1.06,-0.012,0.02
5.5052e-02,1.48,1.32,0.84,0.74,-0.012,-0.036
5.5071e-02,1.52,1.6,0.88,1.06,-0.004,0.028
5.5090e-02,1.48,1.36,0.88,0.74,-0.012,-0.052
5.5110e-02,1.44,1.6,0.86,1.06,-0.012,0.012
5.5129e-02,1.48,1.32,0.88,0.74,-0.036,-0.108
5.5148e-02,1.44,1.52,0.8,0.88,-0.052,-0.004
5.5167e-02,1.36,1.16,0.78,0.62,-0.084,-0.14
5.5186e-02,1.32,1.44,0.76,0.96,-0.116,-0.068
5.5206e-02,1.2,1,0.72,0.56,-0.124,-0.172
5.5225e-02,1.12,1.28,0.72,0.9,-0.14,-0.1
5.5244e-02,1.04,0.8,0.7,0.52,-0.156,-0.204
5.5263e-02,1,1.12,0.68,0.84,-0.172,-0.132
5.5282e-02,0.92,0.64,0.66,0.52,-0.18,-0.204
5.5302e-02,0.84,0.96,0.66,0.88,-0.18,-0.148
5.5321e-02,0.76,0.6,0.68,0.58,-0.172,-0.204
5.5340e-02,0.72,0.84,0.7,0.74,-0.164,-0.148
5.5359e-02,0.64,0.44,0.68,0.52,-0.196,-0.228
5.5378e-02,0.56,0.72,0.64,0.86,-0.196,-0.164
5.5398e-02,0.52,0.32,0.66,0.5,-0.204,-0.236
5.5417e-02,0.48,0.56,0.64,0.82,-0.212,-0.188
5.5436e-02,0.4,0.2,0.62,0.48,-0.228,-0.268
5.5455e-02,0.36,0.44,0.62,0.8,-0.236,-0.204
5.5474e-02,0.28,0.04,0.62,0.5,-0.252,-0.268
5.5494e-02,0.24,0.32,0.6,0.7,-0.236,-0.204
5.5513e-02,0.2,0.04,0.62,0.56,-0.236,-0.252
5.5532e-02,0.2,0.28,0.66,0.82,-0.212,-0.196
5.5551e-02,0.16,-1.43051e-08,0.64,0.48,-0.22,-0.268
5.5570e-02,0.16,0.28,0.64,0.84,-0.236,-0.204
5.5590e-02,0.12,-0.04,0.62,0.5,-0.244,-0.276
5.5609e-02,0.08,0.2,0.64,0.8,-0.26,-0.22
5.5628e-02,0.08,-0.08,0.64,0.5,-0.244,-0.276
5.5647e-02,0.08,0.16,0.64,0.82,-0.26,-0.228
5.5666e-02,0.08,-0.04,0.64,0.56,-0.26,-0.284
5.5686e-02,0.04,0.12,0.62,0.7,-0.26,-0.236
5.5705e-02,0.04,-0.12,0.64,0.5,-0.26,-0.284
5.5724e-02,-1.43051e-08,0.2,0.64,0.82,-0.252,-0.228
5.5743e-02,-1.43051e-08,-0.12,0.64,0.52,-0.252,-0.292
5.5762e-02,0.04,0.16,0.62,0.82,-0.252,-0.228
5.5782e-02,0.04,-0.12,0.64,0.48,-0.276,-0.3
5.5801e-02,-0.04,0.12,0.62,0.82,-0.268,-0.244
5.5820e-02,0.04,-0.12,0.62,0.5,-0.276,-0.3
5.5839e-02,-1.43051e-08,0.12,0.66,0.8,-0.276,-0.244
5.5858e-02,-1.43051e-08,-0.08,0.64,0.56,-0.268,-0.3
5.5878e-02,-1.43051e-08,0.08,0.62,0.74,-0.276,-0.244
5.5897e-02,0.04,-0.12,0.66,0.52,-0.284,-0.308
5.5916e-02,-1.43051e-08,0.12,0.64,0.8,-0.276,-0.26
5.5935e-02,0.04,-0.12,0.62,0.5,-0.292,-0.324
5.5954e-02,0.04,0.08,0.64,0.8,-0.3,-0.268
5.5974e-02,-1.43051e-08,-0.16,0.62,0.5,-0.308,-0.34
5.5993e-02,-0.04,0.04,0.6,0.78,-0.316,-0.284
5.6012e-02,-0.04,-0.08,0.62,0.56,-0.316,-0.34
5.6031e-02,-0.04,0.04,0.62,0.7,-0.316,-0.284
5.6050e-02,-0.08,-0.12,0.6,0.52,-0.3,-0.34
5.6070e-02,-0.04,0.04,0.62,0.78,-0.316,-0.276
5.6089e-02,-0.08,-0.12,0.64,0.5,-0.324,-0.348
5.6108e-02,-0.04,0.08,0.62,0.78,-0.324,-0.292
5.6127e-02,-0.08,-0.12,0.62,0.5,-0.324,-0.356
5.6146e-02,-0.08,0.12,0.62,0.8,-0.332,-0.3
5.6166e-02,-0.08,-0.12,0.62,0.48,-0.332,-0.364
5.6185e-02,-0.08,0.04,0.58,0.76,-0.34,-0.316
5.6204e-02,-0.04,-0.08,0.6,0.56,-0.34,-0.364
5.6223e-02,-1.43051e-08,0.04,0.58,0.7,-0.34,-0.316
5.6242e-02,-1.43051e-08,-0.08,0.64,0.5,-0.324,-0.364
5.6262e-02,-0.04,0.04,0.64,0.8,-0.332,-0.308
5.6281e-02,-1.43051e-08,-0.08,0.6,0.52,-0.348,-0.364
5.6300e-02,-1.43051e-08,0.04,0.6,0.78,-0.348,-0.308
5.6319e-02,-1.43051e-08,-0.08,0.62,0.48,-0.348,-0.372
5.6338e-02,-1.43051e-08,0.04,0.6,0.8,-0.356,-0.316
5.6358e-02,-0.04,-0.08,0.62,0.46,-0.364,-0.396
5.6377e-02,-0.04,0.04,0.6,0.78,-0.364,-0.332
5.6396e-02,-1.43051e-08,-0.08,0.6,0.56,-0.38,-0.396
5.6415e-02,-1.43051e-08,0.04,0.6,0.66,-0.38,-0.348
5.6434e-02,-1.43051e-08,-0.08,0.64,0.48,-0.364,-0.388
5.6454e-02,-1.43051e-08,0.04,0.62,0.78,-0.364,-0.34
5.6473e-02,-1.43051e-08,-0.08,0.64,0.5,-0.364,-0.396
5.6492e-02,-1.43051e-08,0.04,0.62,0.8,-0.364,-0.34
5.6511e-02,-1.43051e-08,-0.08,0.6,0.5,-0.372,-0.396
5.6530e-02,-0.04,0.04,0.6,0.8,-0.388,-0.356
5.6550e-02,-0.04,-0.08,0.64,0.56,-0.38,-0.412
5.6569e-02,-0.04,0.04,0.64,0.66,-0.38,-0.356
5.6588e-02,-1.43051e-08,-0.08,0.64,0.48,-0.412,-0.42
5.6607e-02,-1.43051e-08,0.04,0.62,0.78,-0.396,-0.372
5.6626e-02,-1.43051e-08,-0.08,0.62,0.52,-0.38,-0.404
5.6646e-02,-1.43051e-08,0.04,0.62,0.8,-0.364,-0.348
5.6665e-02,-1.43051e-08,-0.08,0.66,0.5,-0.38,-0.404
5.6684e-02,-1.43051e-08,0.04,0.64,0.82,-0.38,-0.348
5.6703e-02,-1.43051e-08,-0.08,0.66,0.5,-0.372,-0.412
5.6722e-02,-1.43051e-08,0.04,0.62,0.8,-0.38,-0.356
5.6742e-02,-0.04,-0.08,0.64,0.58,-0.396,-0.42
5.6761e-02,-1.43051e-08,0.04,0.64,0.68,-0.396,-0.372
5.6780e-02,-1.43051e-08,-0.08,0.62,0.5,-0.404,-0.428
5.6799e-02,-0.04,0.04,0.64,0.82,-0.396,-0.372
5.6818e-02,-1.43051e-08,-0.08,0.64,0.5,-0.404,-0.42
5.6838e-02,-0.04,0.04,0.64,0.8,-0.396,-0.356
5.6857e-02,-1.43051e-08,-0.08,0.68,0.56,-0.38,-0.396
5.6876e-02,-1.43051e-08,0.04,0.7,0.84,-0.38,-0.34
5.6895e-02,-0.04,-0.08,0.68,0.56,-0.372,-0.396
5.6914e-02,-1.43051e-08,0.04,0.68,0.86,-0.372,-0.348
5.6934e-02,-1.43051e-08,-0.08,0.68,0.62,-0.38,-0.404
5.6953e-02,-1.43051e-08,0.04,0.68,0.74,-0.38,-0.356
5.6972e-02,-1.43051e-08,-0.08,0.68,0.54,-0.388,-0.42
5.6991e-02,-0.04,0.04,0.68,0.84,-0.388,-0.356
5.7010e-02,-0.04,-0.08,0.66,0.54,-0.396,-0.412
5.7030e-02,-0.04,0.04,0.68,0.84,-0.38,-0.348
5.7049e-02,-1.43051e-08,-0.08,0.7,0.64,-0.38,-0.388
5.7068e-02,-1.43051e-08,0.04,0.72,0.86,-0.348,-0.332
5.7087e-02,-0.04,-0.2,0.74,0.62,-0.34,-0.38
5.7106e-02,-0.16,0.04,0.76,0.88,-0.348,-0.332
5.7126e-02,0.04,-0.16,0.74,0.64,-0.364,-0.388
5.7145e-02,0.04,0.16,0.74,0.88,-0.364,-0.332
5.7164e-02,0.12,-0.08,0.72,0.6,-0.372,-0.404
5.7183e-02,0.16,0.32,0.72,0.88,-0.372,-0.348
5.7202e-02,0.28,0.16,0.72,0.6,-0.38,-0.396
5.7222e-02,0.36,0.52,0.74,0.88,-0.38,-0.34
5.7241e-02,0.44,0.4,0.72,0.64,-0.364,-0.38
5.7260e-02,0.56,0.72,0.74,0.92,-0.34,-0.316
5.7279e-02,0.6,0.56,0.76,0.72,-0.332,-0.356
5.7298e-02,0.68,0.84,0.76,0.82,-0.34,-0.308
5.7318e-02,0.76,0.6,0.8,0.68,-0.332,-0.364
5.7337e-02,0.84,0.96,0.76,0.92,-0.34,-0.308
5.7356e-02,0.88,0.72,0.78,0.66,-0.34,-0.372
5.7375e-02,0.92,1.04,0.78,0.9,-0.34,-0.324
5.7394e-02,0.88,0.72,0.76,0.68,-0.34,-0.372
5.7414e-02,0.88,1.04,0.78,0.92,-0.34,-0.324
5.7433e-02,0.88,0.76,0.76,0.7,-0.34,-0.364
5.7452e-02,0.96,1.12,0.8,0.94,-0.324,-0.292
5.7471e-02,0.96,0.92,0.82,0.76,-0.316,-0.332
5.7490e-02,1,1.12,0.82,0.88,-0.308,-0.276
5.7510e-02,1.04,0.88,0.82,0.72,-0.308,-0.332
5.7529e-02,1.16,1.24,0.82,0.98,-0.308,-0.276
5.7548e-02,1.16,0.92,0.82,0.7,-0.324,-0.34
5.7567e-02,1.2,1.28,0.82,0.96,-0.316,-0.292
5.7586e-02,1.12,0.96,0.8,0.72,-0.308,-0.34
5.7606e-02,1.16,1.28,0.8,0.96,-0.308,-0.292
5.7625e-02,1.16,1.12,0.8,0.74,-0.324,-0.332
5.7644e-02,1.16,1.28,0.84,1,-0.308,-0.268
5.7663e-02,1.2,1.04,0.84,0.76,-0.292,-0.316
5.7682e-02,1.28,1.36,0.82,1,-0.284,-0.26
5.7702e-02,1.32,1.16,0.86,0.76,-0.276,-0.3
5.7721e-02,1.36,1.48,0.88,1.04,-0.276,-0.252
5.7740e-02,1.4,1.24,0.86,0.76,-0.268,-0.292
5.7759e-02,1.44,1.56,0.88,1.02,-0.276,-0.244
5.7778e-02,1.48,1.28,0.88,0.76,-0.276,-0.292
5.7798e-02,1.48,1.6,0.9,1.02,-0.276,-0.244
5.7817e-02,1.48,1.44,0.88,0.82,-0.276,-0.292
5.7836e-02,1.52,1.6,0.9,0.94,-0.26,-0.228
5.7855e-02,1.56,1.36,0.9,0.8,-0.244,-0.268
5.7875e-02,1.6,1.72,0.92,1.04,-0.236,-0.212
5.7894e-02,1.64,1.48,0.94,0.82,-0.228,-0.252
5.7913e-02,1.72,1.84,0.9,1.06,-0.228,-0.204
5.7932e-02,1.72,1.56,0.92,0.82,-0.236,-0.26
5.7951e-02,1.76,1.92,0.9,1.06,-0.244,-0.204
5.7971e-02,1.8,1.6,0.92,0.82,-0.228,-0.252
5.7990e-02,1.8,1.96,0.92,1.06,-0.228,-0.204
5.8009e-02,1.84,1.8,0.92,0.86,-0.244,-0.252
5.8028e-02,1.88,1.92,0.94,0.98,-0.236,-0.204
5.8047e-02,1.88,1.68,0.94,0.84,-0.22,-0.236
5.8067e-02,1.92,2.04,0.96,1.1,-0.196,-0.172
5.8086e-02,1.96,1.8,0.96,0.86,-0.196,-0.212
5.8105e-02,2,2.16,0.98,1.12,-0.196,-0.164
5.8124e-02,2.08,1.88,0.96,0.86,-0.188,-0.212
5.8143e-02,2.08,2.24,0.98,1.12,-0.18,-0.164
5.8163e-02,2.12,2.04,0.98,0.86,-0.188,-0.212
5.8182e-02,2.12,2.24,0.96,1.12,-0.196,-0.164
5.8201e-02,2.16,1.96,0.94,0.88,-0.188,-0.212
5.8220e-02,2.16,2.28,0.94,1.12,-0.188,-0.156
5.8239e-02,2.16,2,0.94,0.86,-0.18,-0.204
